Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
0	1	1	0.999869	1.49052	0.990589	0	0.000990589	0.00842001	0.790352
10	2	1.002	0.998754	1.46603	0.991572	0	0.000495786	0.00793257	0.786328
20	2	1.00401	0.997873	1.45844	0.99108	0	0.0024777	0.00644202	0.79074
30	2	1.00703	0.996879	1.46662	0.990589	0	0.00297177	0.00643883	0.79249
40	2	1.01208	0.995964	1.46833	0.992063	0	0.0014881	0.00644841	0.789555
50	2	1.00703	0.995006	1.46611	0.990099	0	0.00247525	0.00742574	0.786127
60	2	1.01006	0.994151	1.46771	0.989609	0	0.00296883	0.00742207	0.789611
70	3	1.01006	0.99319	1.46818	0.991572	0	0.00198314	0.00644522	0.782666
80	2	1.01107	0.991831	1.47205	0.98912	0	0.00098912	0.0098912	0.789616
90	3	1.0233	0.990537	1.49704	0.988142	0	0.00296443	0.00889328	0.785044
100	3	1.02747	0.988807	1.52175	0.990099	0	0.00247525	0.00742574	0.784556
110	3	1.03361	0.987351	1.49344	0.990099	0	0.00247525	0.00742574	0.781351
120	3	1.08112	0.986493	1.53869	0.992556	0	0.00198511	0.00545906	0.781319
130	2	1.05233	0.984533	1.53053	0.990099	0	0.00049505	0.00940594	0.779647
140	3	1.04084	0.983086	1.49825	0.992063	0	0.0014881	0.00644841	0.777714
150	3	1.07363	0.981563	1.53053	0.994036	0	0.00149105	0.00447316	0.772229
160	4	1.05371	0.980079	1.52301	0.988631	0	0.00296589	0.00840336	0.775774
170	3	1.04199	0.977924	1.50568	0.987654	0	0.00197531	0.0103704	0.779181
180	3	1.01006	0.975953	1.46262	0.987167	0	0.00246792	0.0103653	0.777153
190	2	1.04708	0.974808	1.49447	0.988631	0	0.00197726	0.00939199	0.776091
200	2	1.01614	0.973734	1.58072	0.995025	0	0	0.00497512	0.770283
210	2	1.0377	0.972783	1.48771	0.989609	0	0.00296883	0.00742207	0.774577
220	4	1.05562	0.970246	1.5026	0.986193	0	0.00246548	0.0113412	0.766576
230	2	1.0243	0.967921	1.47206	0.988142	0	0.00197628	0.00988142	0.775666
240	2	1.01208	0.966257	1.45176	0.990099	0	0.0039604	0.00594059	0.759345
250	4	1.01007	0.9647	1.46133	0.989609	0	0.00296883	0.00742207	0.777469
260	5	1.00906	0.962255	1.46536	0.986193	0	0.000493097	0.0133136	0.760522
270	4	1.03689	0.960691	1.47354	0.99108	0	0.00198216	0.00693756	0.760434
280	5	1.02233	0.95879	1.45895	0.99108	0	0.00148662	0.0074331	0.768307
290	3	1.01922	0.957181	1.46949	0.990589	0	0.00297177	0.00643883	0.756536
300	4	1.02643	0.955246	1.46596	0.987654	0	0.00395062	0.00839506	0.760643
310	5	1.02544	0.953611	1.45443	0.989609	0	0.00197922	0.00841168	0.765684
320	4	1.06999	0.95208	1.50613	0.990099	0	0.0019802	0.00792079	0.753332
330	4	1.03469	0.94974	1.47753	0.992556	0	0.000992556	0.00645161	0.747902
